[INFO] [1781274706.685055234] [run_mvp_task]: ===== MVP TASK START =====
[INFO] [1781274706.688177399] [run_mvp_task]: instruction: find the red backpack
[INFO] [1781274706.691484190] [run_mvp_task]: backend: yolo_world
[INFO] [1781274706.695763605] [run_mvp_task]: det_topic: /hobot_yolo_world
[INFO] [1781274706.699311354] [run_mvp_task]: target_words_topic: /target_words
[INFO] [1781274706.707751976] [run_mvp_task]: yolo_prompts: ['backpack', 'handbag', 'suitcase']
[INFO] [1781274706.718740514] [run_mvp_task]: target_classes: ['backpack', 'handbag', 'suitcase']
[INFO] [1781274706.724611387] [run_mvp_task]: min_score: 0.002
[INFO] [1781274706.734873092] [run_mvp_task]: min_red_ratio: 0.06
[INFO] [1781274706.740904924] [run_mvp_task]: max_area_ratio: 0.15
[INFO] [1781274706.746594797] [run_mvp_task]: require_red_verify: True
[INFO] [1781274706.754413086] [run_mvp_task]: stamp_sync max_delta=0.12s buffer=60
[INFO] [1781274706.762952583] [run_mvp_task]: save_bbox_dir=/root/rdk_x5_vln_robot/check_bbox interval=15
[INFO] [1781274706.768003290] [run_mvp_task]: Mock Qwen output:
[INFO] [1781274706.777103912] [run_mvp_task]: {"timestamp": 1781274706.2371507, "instruction": "find the red backpack", "target_category": "backpack", "target_description": "red backpack", "possible_yolo_world_prompts": ["backpack", "handbag", "suitcase"], "target_classes": ["backpack", "handbag", "suitcase"], "target_visible": null, "semantic_region": null, "search_direction": null, "confidence": 0.9, "need_replan": false, "action_hint": "approach_slowly", "reason": "Mock Qwen output for red backpack MVP semantic-to-vision bridge."}
[INFO] [1781274706.837851433] [run_mvp_task]: frame=1 fsm=PARSE_TASK servo=LOST_STOP action=SERVO_CMD target=LOST reason=no_det_msg
[INFO] [1781274707.300603031] [run_mvp_task]: frame=12 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.343566892] [run_mvp_task]: frame=13 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.389504793] [run_mvp_task]: frame=14 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.422397574] [run_mvp_task]: frame=15 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.492976051] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223147_f15_NO_MVP.jpg
[INFO] [1781274707.586781728] [run_mvp_task]: frame=16 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.616207552] [run_mvp_task]: frame=17 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.642510835] [run_mvp_task]: frame=18 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.662730036] [run_mvp_task]: frame=19 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.688643903] [run_mvp_task]: frame=20 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.710260479] [run_mvp_task]: frame=21 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.734878013] [run_mvp_task]: frame=22 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.754238131] [run_mvp_task]: frame=23 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.833629313] [run_mvp_task]: frame=24 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274707.891089961] [run_mvp_task]: frame=25 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[WARN] [1781274707.961905979] [run_mvp_task]: stamp sync skip: no frame for det stamp, delta 0.204s > 0.12s (frame_buf=26)
[INFO] [1781274707.967676102] [run_mvp_task]: frame=26 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.007999297] [run_mvp_task]: frame=27 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.049238992] [run_mvp_task]: frame=28 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.078661732] [run_mvp_task]: frame=29 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.115717554] [run_mvp_task]: frame=30 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.238477846] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223148_f30_NO_MVP.jpg
[INFO] [1781274708.331986316] [run_mvp_task]: frame=31 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=stamp_sync_failed
[INFO] [1781274708.389977213] [run_mvp_task]: frame=32 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.416923038] [run_mvp_task]: frame=33 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.486502473] [run_mvp_task]: frame=34 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.524146794] [run_mvp_task]: frame=35 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.564346572] [run_mvp_task]: frame=36 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.593263730] [run_mvp_task]: frame=37 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.640329256] [run_mvp_task]: frame=38 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.676655702] [run_mvp_task]: frame=39 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.761126924] [run_mvp_task]: frame=40 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=None
[INFO] [1781274708.796626912] [run_mvp_task]: frame=41 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.893851880] [run_mvp_task]: frame=42 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=None
[INFO] [1781274708.940614115] [run_mvp_task]: frame=43 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274708.968314898] [run_mvp_task]: frame=44 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.002159428] [run_mvp_task]: frame=45 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.065440157] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223148_f45_NO_MVP.jpg
[INFO] [1781274709.194654865] [run_mvp_task]: frame=46 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.224329396] [run_mvp_task]: frame=47 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.255130720] [run_mvp_task]: frame=48 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.295968373] [run_mvp_task]: frame=49 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.334577152] [run_mvp_task]: frame=50 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.407090420] [run_mvp_task]: frame=51 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=None
[INFO] [1781274709.467562566] [run_mvp_task]: frame=52 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.556068620] [run_mvp_task]: frame=53 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=None
[INFO] [1781274709.581786654] [run_mvp_task]: frame=54 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.636218386] [run_mvp_task]: frame=55 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.654709963] [run_mvp_task]: frame=56 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.697692199] [run_mvp_task]: frame=57 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.727094647] [run_mvp_task]: frame=58 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.764853968] [run_mvp_task]: frame=59 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.887762511] [run_mvp_task]: frame=60 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274709.962377445] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223149_f60_NO_MVP.jpg
[INFO] [1781274710.049181500] [run_mvp_task]: frame=61 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.077351907] [run_mvp_task]: frame=62 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.110730271] [run_mvp_task]: frame=63 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.134550888] [run_mvp_task]: frame=64 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.156751381] [run_mvp_task]: frame=65 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.197769826] [run_mvp_task]: frame=66 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.225977691] [run_mvp_task]: frame=67 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.346131610] [run_mvp_task]: frame=68 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.437947955] [run_mvp_task]: frame=69 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.473436901] [run_mvp_task]: frame=70 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.494996186] [run_mvp_task]: frame=71 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.521292927] [run_mvp_task]: frame=72 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.591452404] [run_mvp_task]: frame=73 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.622535352] [run_mvp_task]: frame=74 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.663775047] [run_mvp_task]: frame=75 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.732317899] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223150_f75_NO_MVP.jpg
[INFO] [1781274710.827933743] [run_mvp_task]: frame=76 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.869604646] [run_mvp_task]: frame=77 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.920061337] [run_mvp_task]: frame=78 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.943746621] [run_mvp_task]: frame=79 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274710.989797981] [run_mvp_task]: frame=80 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.021781346] [run_mvp_task]: frame=81 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.061571041] [run_mvp_task]: frame=82 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.121153146] [run_mvp_task]: frame=83 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.185542667] [run_mvp_task]: frame=84 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.274013012] [run_mvp_task]: frame=85 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.303827586] [run_mvp_task]: frame=86 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.352268487] [run_mvp_task]: frame=87 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.412654133] [run_mvp_task]: frame=88 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.450191329] [run_mvp_task]: frame=89 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.498084480] [run_mvp_task]: frame=90 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.552888587] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223151_f90_NO_MVP.jpg
[INFO] [1781274711.622770397] [run_mvp_task]: frame=91 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.640952058] [run_mvp_task]: frame=92 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.713468409] [run_mvp_task]: frame=93 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.738298151] [run_mvp_task]: frame=94 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.764348976] [run_mvp_task]: frame=95 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.810024544] [run_mvp_task]: frame=96 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.890827767] [run_mvp_task]: frame=97 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.946813249] [run_mvp_task]: frame=98 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274711.991599026] [run_mvp_task]: frame=99 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.054457547] [run_mvp_task]: frame=100 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.119382234] [run_mvp_task]: frame=101 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.202178831] [run_mvp_task]: frame=102 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.253902314] [run_mvp_task]: frame=103 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.276254890] [run_mvp_task]: frame=104 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.353648407] [run_mvp_task]: frame=105 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.410549971] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223152_f105_NO_MVP.jpg
[INFO] [1781274712.526183766] [run_mvp_task]: frame=106 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.549588842] [run_mvp_task]: frame=107 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.578647249] [run_mvp_task]: frame=108 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.641410228] [run_mvp_task]: frame=109 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.668279511] [run_mvp_task]: frame=110 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.694786877] [run_mvp_task]: frame=111 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.718651203] [run_mvp_task]: frame=112 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.760409106] [run_mvp_task]: frame=113 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.870125111] [run_mvp_task]: frame=114 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.897782686] [run_mvp_task]: frame=115 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.945399670] [run_mvp_task]: frame=116 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274712.994798820] [run_mvp_task]: frame=117 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.042430180] [run_mvp_task]: frame=118 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.070476837] [run_mvp_task]: frame=119 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.139462106] [run_mvp_task]: frame=120 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.202453168] [run_mvp_task]: saved bbox snapshot: /root/rdk_x5_vln_robot/check_bbox/mvp_20260612_223153_f120_NO_MVP.jpg
[INFO] [1781274713.287428890] [run_mvp_task]: frame=121 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.326109419] [run_mvp_task]: frame=122 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.376368236] [run_mvp_task]: frame=123 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.403907727] [run_mvp_task]: frame=124 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.440537507] [run_mvp_task]: frame=125 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.459348250] [run_mvp_task]: frame=126 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.548064596] [run_mvp_task]: frame=127 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.637475858] [run_mvp_task]: frame=128 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.668091057] [run_mvp_task]: frame=129 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.729008453] [run_mvp_task]: frame=130 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.770111648] [run_mvp_task]: frame=131 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.816843966] [run_mvp_task]: frame=132 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.853302537] [run_mvp_task]: frame=133 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274713.917615224] [run_mvp_task]: frame=134 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
[INFO] [1781274714.005407029] [run_mvp_task]: frame=135 fsm=RECOVERY_SCAN servo=LOST_STOP action=RECOVERY_SCAN_CMD target=LOST reason=no_detection
